size,position,algorithm,time
50000,2,Secuencial,62466.7
50000,2,Binaria,114.068
50000,2,Galopante,154.292
50000,3,Secuencial,92498
50000,3,Binaria,107.08
50000,3,Galopante,172.818
50000,4,Secuencial,123246
50000,4,Binaria,128.374
50000,4,Galopante,164.018
55000,0,Secuencial,29.862
55000,0,Binaria,80.889
55000,0,Galopante,30.716
55000,1,Secuencial,35498.1
55000,1,Binaria,112.049
55000,1,Galopante,188.968
55000,2,Secuencial,70213.3
55000,2,Binaria,112.774
55000,2,Galopante,153.98
55000,3,Secuencial,106275
55000,3,Binaria,113.383
55000,3,Galopante,192.114
55000,4,Secuencial,131361
55000,4,Binaria,111.426
55000,4,Galopante,203.338
60000,0,Secuencial,35.194
60000,0,Binaria,102.202
60000,0,Galopante,33.665
60000,1,Secuencial,35564.1
60000,1,Binaria,96.059
60000,1,Galopante,130.783
60000,2,Secuencial,82499.3
60000,2,Binaria,131.699
60000,2,Galopante,167.186
60000,3,Secuencial,111557
60000,3,Binaria,120.065
60000,3,Galopante,193.923
60000,4,Secuencial,153062
60000,4,Binaria,121.04
60000,4,Galopante,192.995
65000,0,Secuencial,33.308
65000,0,Binaria,100.822
65000,0,Galopante,33.735
65000,1,Secuencial,38939.2
65000,1,Binaria,101.17
65000,1,Galopante,133.324
65000,2,Secuencial,77384.1
65000,2,Binaria,104.613
65000,2,Galopante,146.785
65000,3,Secuencial,127067
65000,3,Binaria,118.324
65000,3,Galopante,194.608
65000,4,Secuencial,162423
65000,4,Binaria,122.875
65000,4,Galopante,210.418
70000,0,Secuencial,34.982
70000,0,Binaria,98.273
70000,0,Galopante,42.69
70000,1,Secuencial,49152.3
70000,1,Binaria,151.783
70000,1,Galopante,170.098
70000,2,Secuencial,82545.6
70000,2,Binaria,100.027
70000,2,Galopante,146.204
70000,3,Secuencial,130891
70000,3,Binaria,116.707
70000,3,Galopante,163.08
70000,4,Secuencial,182293
70000,4,Binaria,110.187
70000,4,Galopante,166.776
75000,0,Secuencial,33.504
75000,0,Binaria,91.195
75000,0,Galopante,32.467
75000,1,Secuencial,47819.2
75000,1,Binaria,120.017
75000,1,Galopante,118.899
75000,2,Secuencial,95150.6
75000,2,Binaria,121.176
75000,2,Galopante,157.279
75000,3,Secuencial,136530
75000,3,Binaria,113.531
75000,3,Galopante,163.324
75000,4,Secuencial,190083
75000,4,Binaria,256.309
75000,4,Galopante,174.866
80000,0,Secuencial,35.721
80000,0,Binaria,98.671
80000,0,Galopante,35.147
80000,1,Secuencial,48219.4
80000,1,Binaria,122.378
80000,1,Galopante,142.632
80000,2,Secuencial,103593
80000,2,Binaria,116.635
80000,2,Galopante,162.979
80000,3,Secuencial,145076
80000,3,Binaria,105.343
80000,3,Galopante,178.219
80000,4,Secuencial,197133
80000,4,Binaria,122.482
80000,4,Galopante,182.62
85000,0,Secuencial,35.676
85000,0,Binaria,106.207
85000,0,Galopante,34.967
85000,1,Secuencial,51233.1
85000,1,Binaria,106.482
85000,1,Galopante,133.3
85000,2,Secuencial,102627
85000,2,Binaria,110.342
85000,2,Galopante,151.352
85000,3,Secuencial,165624
85000,3,Binaria,116.848
85000,3,Galopante,171.581
85000,4,Secuencial,207556
85000,4,Binaria,114.848
85000,4,Galopante,171.621
90000,0,Secuencial,45.858
90000,0,Binaria,100.722
90000,0,Galopante,36.696
90000,1,Secuencial,56908.3
90000,1,Binaria,121.914
90000,1,Galopante,144.601
90000,2,Secuencial,113833
90000,2,Binaria,127.11
90000,2,Galopante,159.685
90000,3,Secuencial,168749
90000,3,Binaria,122.818
90000,3,Galopante,190.089
90000,4,Secuencial,219949
90000,4,Binaria,112.552
90000,4,Galopante,188.624
95000,0,Secuencial,34.729
95000,0,Binaria,99.815
95000,0,Galopante,33.246
95000,1,Secuencial,60857.1
95000,1,Binaria,123.677
95000,1,Galopante,136.43
95000,2,Secuencial,120284
95000,2,Binaria,143.404
95000,2,Galopante,163.207
95000,3,Secuencial,169926
95000,3,Binaria,117.896
95000,3,Galopante,183.733
95000,4,Secuencial,246082
95000,4,Binaria,123.122
95000,4,Galopante,201.981
100000,0,Secuencial,37.324
100000,0,Binaria,94.115
100000,0,Galopante,34.496
100000,1,Secuencial,62059.9
100000,1,Binaria,123.263
100000,1,Galopante,140.37
100000,2,Secuencial,130572
100000,2,Binaria,122.46
100000,2,Galopante,172.945
100000,3,Secuencial,186563
100000,3,Binaria,121.482
100000,3,Galopante,186.353
100000,4,Secuencial,238276
100000,4,Binaria,118.984
100000,4,Galopante,174.206
5000,0,Secuencial,40.668
5000,0,Binaria,78.55
5000,0,Galopante,37.327
5000,1,Secuencial,2972.52
5000,1,Binaria,73.319
5000,1,Galopante,100.457
5000,2,Secuencial,6549.48
5000,2,Binaria,80.104
5000,2,Galopante,116.559
5000,3,Secuencial,8897.25
5000,3,Binaria,74.644
5000,3,Galopante,109.942
5000,4,Secuencial,12107.7
5000,4,Binaria,67.729
5000,4,Galopante,162.282
10000,0,Secuencial,54.492
10000,0,Binaria,94.029
10000,0,Galopante,45.261
10000,1,Secuencial,6760.3
10000,1,Binaria,88.274
10000,1,Galopante,116.226
10000,2,Secuencial,12436.3
10000,2,Binaria,87.426
10000,2,Galopante,116.519
10000,3,Secuencial,19016
10000,3,Binaria,88.669
10000,3,Galopante,126.576
10000,4,Secuencial,24700.5
10000,4,Binaria,77.527
10000,4,Galopante,153.089
15000,0,Secuencial,39.659
15000,0,Binaria,97.008
15000,0,Galopante,38.24
15000,1,Secuencial,17102.6
15000,1,Binaria,164.152
15000,1,Galopante,285.338
15000,2,Secuencial,18026.3
15000,2,Binaria,84.58
15000,2,Galopante,122.019
15000,3,Secuencial,27523.5
15000,3,Binaria,84.621
15000,3,Galopante,153.355
15000,4,Secuencial,40314.5
15000,4,Binaria,104.307
15000,4,Galopante,278.24
20000,0,Secuencial,30.851
20000,0,Binaria,81.281
20000,0,Galopante,31.301
20000,1,Secuencial,12104.4
20000,1,Binaria,95.926
20000,1,Galopante,116.696
20000,2,Secuencial,24534.3
20000,2,Binaria,104.513
20000,2,Galopante,141.838
20000,3,Secuencial,35963.9
20000,3,Binaria,97.856
20000,3,Galopante,133.476
20000,4,Secuencial,47096.8
20000,4,Binaria,81.572
20000,4,Galopante,150.713
25000,0,Secuencial,29.499
25000,0,Binaria,76.115
25000,0,Galopante,31.122
25000,1,Secuencial,14643.2
25000,1,Binaria,92.981
25000,1,Galopante,136.379
25000,2,Secuencial,33147.5
25000,2,Binaria,98.271
25000,2,Galopante,141.072
25000,3,Secuencial,52019
25000,3,Binaria,116.005
25000,3,Galopante,186.883
25000,4,Secuencial,69830.7
25000,4,Binaria,110.088
25000,4,Galopante,164.881
30000,0,Secuencial,34.59
30000,0,Binaria,97.477
30000,0,Galopante,35.327
30000,1,Secuencial,17550.8
30000,1,Binaria,92.655
30000,1,Galopante,118.586
30000,2,Secuencial,37489.4
30000,2,Binaria,95.93
30000,2,Galopante,135.111
30000,3,Secuencial,56749.8
30000,3,Binaria,101.138
30000,3,Galopante,187.709
30000,4,Secuencial,72148
30000,4,Binaria,101.571
30000,4,Galopante,163.754
35000,0,Secuencial,35.47
35000,0,Binaria,92.781
35000,0,Galopante,34.901
35000,1,Secuencial,20245.5
35000,1,Binaria,96.97
35000,1,Galopante,104.244
35000,2,Secuencial,45077.2
35000,2,Binaria,110.046
35000,2,Galopante,147.235
35000,3,Secuencial,77005.9
35000,3,Binaria,127.677
35000,3,Galopante,175.541
35000,4,Secuencial,88761.2
35000,4,Binaria,98.932
35000,4,Galopante,219.986
40000,0,Secuencial,35.017
40000,0,Binaria,92.866
40000,0,Galopante,35.245
40000,1,Secuencial,23223.6
40000,1,Binaria,98.146
40000,1,Galopante,120.86
40000,2,Secuencial,48383.9
40000,2,Binaria,104.372
40000,2,Galopante,138.594
40000,3,Secuencial,83044.6
40000,3,Binaria,133.968
40000,3,Galopante,184.148
40000,4,Secuencial,94922.4
40000,4,Binaria,94.875
40000,4,Galopante,161.618
45000,0,Secuencial,37.599
45000,0,Binaria,104.161
45000,0,Galopante,36.749
45000,1,Secuencial,27756.7
45000,1,Binaria,100.808
45000,1,Galopante,121.018
45000,2,Secuencial,60288
45000,2,Binaria,113.135
45000,2,Galopante,154.643
45000,3,Secuencial,81472.9
45000,3,Binaria,100.461
45000,3,Galopante,157.338
45000,4,Secuencial,109486
45000,4,Binaria,100.132
45000,4,Galopante,168.497
50000,0,Secuencial,41.689
50000,0,Binaria,96.34
50000,0,Galopante,47.802
50000,1,Secuencial,29899.6
50000,1,Binaria,92.833
50000,1,Galopante,136.348
50000,2,Secuencial,63860.3
50000,2,Binaria,107.24
50000,2,Galopante,148.795
50000,3,Secuencial,95994.6
50000,3,Binaria,109.109
50000,3,Galopante,180.514
50000,4,Secuencial,120607
50000,4,Binaria,106.948
50000,4,Galopante,166.123
55000,0,Secuencial,35.044
55000,0,Binaria,82.653
55000,0,Galopante,33.429
55000,1,Secuencial,33751.7
55000,1,Binaria,105.038
55000,1,Galopante,134.399
55000,2,Secuencial,71356.3
55000,2,Binaria,116.486
55000,2,Galopante,173.286
55000,3,Secuencial,101824
55000,3,Binaria,101.262
55000,3,Galopante,179.421
55000,4,Secuencial,132113
55000,4,Binaria,106.16
55000,4,Galopante,169.635
60000,0,Secuencial,38.847
60000,0,Binaria,110.044
60000,0,Galopante,36.889
60000,1,Secuencial,36800.2
60000,1,Binaria,97.73
60000,1,Galopante,133.813
60000,2,Secuencial,76282.4
60000,2,Binaria,107.398
60000,2,Galopante,151.685
60000,3,Secuencial,106918
60000,3,Binaria,101.204
60000,3,Galopante,174.184
60000,4,Secuencial,156772
60000,4,Binaria,118.465
60000,4,Galopante,196.097
65000,0,Secuencial,34.583
65000,0,Binaria,104.762
65000,0,Galopante,35.126
65000,1,Secuencial,38923.3
65000,1,Binaria,101.546
65000,1,Galopante,131.643
65000,2,Secuencial,77023.6
65000,2,Binaria,99.905
65000,2,Galopante,142.461
65000,3,Secuencial,122315
65000,3,Binaria,110.591
65000,3,Galopante,184.909
65000,4,Secuencial,165431
65000,4,Binaria,124.978
65000,4,Galopante,193.037
70000,0,Secuencial,35.8
70000,0,Binaria,185.074
70000,0,Galopante,34.74
70000,1,Secuencial,42866.5
70000,1,Binaria,118.914
70000,1,Galopante,138.004
70000,2,Secuencial,89049.7
70000,2,Binaria,123.916
70000,2,Galopante,159.866
70000,3,Secuencial,141421
70000,3,Binaria,129.118
70000,3,Galopante,183.527
70000,4,Secuencial,178364
70000,4,Binaria,106.206
70000,4,Galopante,161.649
75000,0,Secuencial,39.839
75000,0,Binaria,102.062
75000,0,Galopante,36.945
75000,1,Secuencial,51144.2
75000,1,Binaria,111.98
75000,1,Galopante,123.284
75000,2,Secuencial,95112.2
75000,2,Binaria,125.783
75000,2,Galopante,158.484
75000,3,Secuencial,142589
75000,3,Binaria,115.606
75000,3,Galopante,165.425
75000,4,Secuencial,183053
75000,4,Binaria,100.719
75000,4,Galopante,162.226
80000,0,Secuencial,33.656
80000,0,Binaria,91.668
80000,0,Galopante,32.875
80000,1,Secuencial,49636.4
80000,1,Binaria,117.724
80000,1,Galopante,139.302
80000,2,Secuencial,96041.4
80000,2,Binaria,125.286
80000,2,Galopante,147.452
80000,3,Secuencial,149930
80000,3,Binaria,119.857
80000,3,Galopante,190.225
80000,4,Secuencial,198841
80000,4,Binaria,105.586
80000,4,Galopante,190.057
85000,0,Secuencial,41.775
85000,0,Binaria,112.491
85000,0,Galopante,39.47
85000,1,Secuencial,52109.6
85000,1,Binaria,110.493
85000,1,Galopante,192.692
85000,2,Secuencial,112650
85000,2,Binaria,117.767
85000,2,Galopante,165.025
85000,3,Secuencial,161139
85000,3,Binaria,127.434
85000,3,Galopante,170.536
85000,4,Secuencial,214085
85000,4,Binaria,127.691
85000,4,Galopante,187.094
90000,0,Secuencial,35.565
90000,0,Binaria,101.863
90000,0,Galopante,33.609
90000,1,Secuencial,58700.6
90000,1,Binaria,125.008
90000,1,Galopante,149.365
90000,2,Secuencial,110491
90000,2,Binaria,200.789
90000,2,Galopante,163.072
90000,3,Secuencial,166455
90000,3,Binaria,112.479
90000,3,Galopante,184.134
90000,4,Secuencial,232438
90000,4,Binaria,123.177
90000,4,Galopante,192.504
95000,0,Secuencial,38.52
95000,0,Binaria,106.547
95000,0,Galopante,36.208
95000,1,Secuencial,58174.3
95000,1,Binaria,139.33
95000,1,Galopante,129.359
95000,2,Secuencial,125591
95000,2,Binaria,127.784
95000,2,Galopante,167.918
95000,3,Secuencial,179370
95000,3,Binaria,128.158
95000,3,Galopante,195.701
95000,4,Secuencial,228274
95000,4,Binaria,113.792
95000,4,Galopante,187.984
100000,0,Secuencial,37.689
100000,0,Binaria,103.503
100000,0,Galopante,36.807
100000,1,Secuencial,66821.9
100000,1,Binaria,131.271
100000,1,Galopante,159.256
100000,2,Secuencial,118730
100000,2,Binaria,109.199
100000,2,Galopante,154.931
100000,3,Secuencial,186856
100000,3,Binaria,123.226
100000,3,Galopante,186.57
100000,4,Secuencial,248333
100000,4,Binaria,120.986
100000,4,Galopante,181.151
5000,0,Secuencial,41.174
5000,0,Binaria,83.089
5000,0,Galopante,39.015
5000,1,Secuencial,2979.16
5000,1,Binaria,73.163
5000,1,Galopante,90.221
5000,2,Secuencial,5843.44
5000,2,Binaria,73.824
5000,2,Galopante,103.266
5000,3,Secuencial,8856.11
5000,3,Binaria,74.156
5000,3,Galopante,110.66
5000,4,Secuencial,12118.8
5000,4,Binaria,67.088
5000,4,Galopante,131.413
10000,0,Secuencial,39.164
10000,0,Binaria,82.9
10000,0,Galopante,36.709
10000,1,Secuencial,6813.91
10000,1,Binaria,91.201
10000,1,Galopante,117.285
10000,2,Secuencial,12673.5
10000,2,Binaria,102.848
10000,2,Galopante,117.494
10000,3,Secuencial,19405
10000,3,Binaria,96.75
10000,3,Galopante,128.754
10000,4,Secuencial,25112.6
10000,4,Binaria,83.391
10000,4,Galopante,143.1
15000,0,Secuencial,46.962
15000,0,Binaria,91.751
15000,0,Galopante,38.849
15000,1,Secuencial,12100.4
15000,1,Binaria,105.823
15000,1,Galopante,147.348
15000,2,Secuencial,18481.4
15000,2,Binaria,83.238
15000,2,Galopante,123.485
15000,3,Secuencial,26735.1
15000,3,Binaria,81.117
15000,3,Galopante,147.203
15000,4,Secuencial,39424.9
15000,4,Binaria,104.909
15000,4,Galopante,167.8
20000,0,Secuencial,34.858
20000,0,Binaria,85.585
20000,0,Galopante,34.104
20000,1,Secuencial,11574
20000,1,Binaria,84.786
20000,1,Galopante,111.385
20000,2,Secuencial,24386.8
20000,2,Binaria,95.976
20000,2,Galopante,128.683
20000,3,Secuencial,41517.4
20000,3,Binaria,105.551
20000,3,Galopante,153.591
20000,4,Secuencial,54259.2
20000,4,Binaria,98.017
20000,4,Galopante,171.371
25000,0,Secuencial,38.401
25000,0,Binaria,85.201
25000,0,Galopante,36.757
25000,1,Secuencial,15459.9
25000,1,Binaria,102.207
25000,1,Galopante,125.13
25000,2,Secuencial,29750.1
25000,2,Binaria,95.622
25000,2,Galopante,131.749
25000,3,Secuencial,45193.7
25000,3,Binaria,95.684
25000,3,Galopante,162.483
25000,4,Secuencial,59095
25000,4,Binaria,100.071
25000,4,Galopante,146.545
30000,0,Secuencial,33.912
30000,0,Binaria,93.638
30000,0,Galopante,33.151
30000,1,Secuencial,17888.7
30000,1,Binaria,94.121
30000,1,Galopante,119.705
30000,2,Secuencial,37914.9
30000,2,Binaria,116.193
30000,2,Galopante,155.698
30000,3,Secuencial,57375.5
30000,3,Binaria,93.687
30000,3,Galopante,179.465
30000,4,Secuencial,71432
30000,4,Binaria,94.004
30000,4,Galopante,163.25
35000,0,Secuencial,32.731
35000,0,Binaria,87.214
35000,0,Galopante,32.855
35000,1,Secuencial,20883.3
35000,1,Binaria,92.394
35000,1,Galopante,108.684
35000,2,Secuencial,43496.8
35000,2,Binaria,96.837
35000,2,Galopante,138.902
35000,3,Secuencial,73631.4
35000,3,Binaria,115.71
35000,3,Galopante,166.624
35000,4,Secuencial,87490.4
35000,4,Binaria,99.709
35000,4,Galopante,150.38
40000,0,Secuencial,33.129
40000,0,Binaria,86.517
40000,0,Galopante,32.555
40000,1,Secuencial,24105.5
40000,1,Binaria,101.225
40000,1,Galopante,127.302
40000,2,Secuencial,49366.7
40000,2,Binaria,105.96
40000,2,Galopante,141.16
40000,3,Secuencial,75664
40000,3,Binaria,105.823
40000,3,Galopante,149.263
40000,4,Secuencial,98556.8
40000,4,Binaria,90.888
40000,4,Galopante,170.685
45000,0,Secuencial,35.417
45000,0,Binaria,97.938
45000,0,Galopante,34.967
45000,1,Secuencial,26304.7
45000,1,Binaria,94.106
45000,1,Galopante,116.954
45000,2,Secuencial,58214.6
45000,2,Binaria,103.985
45000,2,Galopante,153.835
45000,3,Secuencial,83052.4
45000,3,Binaria,105
45000,3,Galopante,161.378
45000,4,Secuencial,109192
45000,4,Binaria,103.838
45000,4,Galopante,166.299
50000,0,Secuencial,40.642
50000,0,Binaria,91.851
50000,0,Galopante,38.037
50000,1,Secuencial,32696
50000,1,Binaria,106.463
50000,1,Galopante,137.941
50000,2,Secuencial,62149.7
50000,2,Binaria,102.852
50000,2,Galopante,148.024
50000,3,Secuencial,92705.3
50000,3,Binaria,105.691
50000,3,Galopante,172.493
50000,4,Secuencial,120003
50000,4,Binaria,109.248
50000,4,Galopante,158.999
55000,0,Secuencial,39.958
55000,0,Binaria,90.112
55000,0,Galopante,36.516
55000,1,Secuencial,33758
55000,1,Binaria,100.853
55000,1,Galopante,134.652
55000,2,Secuencial,69423.1
55000,2,Binaria,106.222
55000,2,Galopante,146.95
55000,3,Secuencial,103710
55000,3,Binaria,109.576
55000,3,Galopante,183.683
55000,4,Secuencial,139260
55000,4,Binaria,120.881
55000,4,Galopante,188.408
60000,0,Secuencial,34.365
60000,0,Binaria,104.019
60000,0,Galopante,34.296
60000,1,Secuencial,46979.8
60000,1,Binaria,129.544
60000,1,Galopante,171.844
60000,2,Secuencial,76365.2
60000,2,Binaria,103.321
60000,2,Galopante,149.721
60000,3,Secuencial,109395
60000,3,Binaria,104.742
60000,3,Galopante,176.679
60000,4,Secuencial,142961
60000,4,Binaria,103.051
60000,4,Galopante,177.465
65000,0,Secuencial,38.774
65000,0,Binaria,105.79
65000,0,Galopante,35.268
65000,1,Secuencial,42295.9
65000,1,Binaria,113.434
65000,1,Galopante,142.018
65000,2,Secuencial,90052.4
65000,2,Binaria,124.207
65000,2,Galopante,187.517
65000,3,Secuencial,135877
65000,3,Binaria,126.892
65000,3,Galopante,204.779
65000,4,Secuencial,164293
65000,4,Binaria,118.735
65000,4,Galopante,188.024
70000,0,Secuencial,40.411
70000,0,Binaria,103.985
70000,0,Galopante,37.111
70000,1,Secuencial,42864.2
70000,1,Binaria,116.596
70000,1,Galopante,139.253
70000,2,Secuencial,86688.2
70000,2,Binaria,111.981
70000,2,Galopante,162.635
70000,3,Secuencial,130050
70000,3,Binaria,113.923
70000,3,Galopante,165.841
70000,4,Secuencial,176278
70000,4,Binaria,102.544
70000,4,Galopante,160.733
75000,0,Secuencial,34.107
75000,0,Binaria,178.365
75000,0,Galopante,32.763
75000,1,Secuencial,46613.9
75000,1,Binaria,109.068
75000,1,Galopante,114.11
75000,2,Secuencial,93496.7
75000,2,Binaria,115.885
75000,2,Galopante,153.277
75000,3,Secuencial,139184
75000,3,Binaria,126.283
75000,3,Galopante,164.045
75000,4,Secuencial,190178
75000,4,Binaria,101.916
75000,4,Galopante,166.808
80000,0,Secuencial,38.969
80000,0,Binaria,103.747
80000,0,Galopante,36.618
80000,1,Secuencial,49015.9
80000,1,Binaria,106.876
80000,1,Galopante,138.243
80000,2,Secuencial,96361
80000,2,Binaria,122.333
80000,2,Galopante,159.481
80000,3,Secuencial,144447
80000,3,Binaria,126.718
80000,3,Galopante,164.659
80000,4,Secuencial,194994
80000,4,Binaria,99.784
80000,4,Galopante,198.404
85000,0,Secuencial,31.913
85000,0,Binaria,101.977
85000,0,Galopante,32.997
85000,1,Secuencial,57184.4
85000,1,Binaria,125.535
85000,1,Galopante,147.476
85000,2,Secuencial,101987
85000,2,Binaria,114.074
85000,2,Galopante,174.427
85000,3,Secuencial,153807
85000,3,Binaria,117.209
85000,3,Galopante,160.362
85000,4,Secuencial,203499
85000,4,Binaria,108.801
85000,4,Galopante,165.692
90000,0,Secuencial,34.516
90000,0,Binaria,100.774
90000,0,Galopante,33.659
90000,1,Secuencial,59963.5
90000,1,Binaria,111.54
90000,1,Galopante,148.8
90000,2,Secuencial,111984
90000,2,Binaria,113.655
90000,2,Galopante,155.681
90000,3,Secuencial,171345
90000,3,Binaria,125.918
90000,3,Galopante,203.615
90000,4,Secuencial,213892
90000,4,Binaria,110.57
90000,4,Galopante,178.05
95000,0,Secuencial,34.881
95000,0,Binaria,104.324
95000,0,Galopante,35.113
95000,1,Secuencial,64590.8
95000,1,Binaria,33.776
95000,1,Galopante,155.524
95000,2,Secuencial,112268
95000,2,Binaria,108.818
95000,2,Galopante,148.237
95000,3,Secuencial,188302
95000,3,Binaria,130.642
95000,3,Galopante,207.249
95000,4,Secuencial,229952
95000,4,Binaria,115.254
95000,4,Galopante,187.776
100000,0,Secuencial,40.696
100000,0,Binaria,97.44
100000,0,Galopante,37.404
100000,1,Secuencial,61545.1
100000,1,Binaria,117.671
100000,1,Galopante,146.986
100000,2,Secuencial,122979
100000,2,Binaria,137.169
100000,2,Galopante,162.871
100000,3,Secuencial,182725
100000,3,Binaria,118.455
100000,3,Galopante,183.969
100000,4,Secuencial,236328
100000,4,Binaria,120.335
100000,4,Galopante,171.965
5000,0,Secuencial,39.413
5000,0,Binaria,78.126
5000,0,Galopante,36.182
5000,1,Secuencial,2959.54
5000,1,Binaria,81.554
5000,1,Galopante,90.233
5000,2,Secuencial,5825.74
5000,2,Binaria,81.434
5000,2,Galopante,103.613
5000,3,Secuencial,8851.19
5000,3,Binaria,82.35
5000,3,Galopante,109.624
5000,4,Secuencial,12135.8
5000,4,Binaria,75.407
5000,4,Galopante,138.071
10000,0,Secuencial,54.516
10000,0,Binaria,96.881
10000,0,Galopante,44.849
10000,1,Secuencial,6717.36
10000,1,Binaria,96.088
10000,1,Galopante,157.368
10000,2,Secuencial,12651.7
10000,2,Binaria,98.287
10000,2,Galopante,117.009
10000,3,Secuencial,20366.1
10000,3,Binaria,96.626
10000,3,Galopante,129.823
10000,4,Secuencial,25243.2
10000,4,Binaria,78.846
10000,4,Galopante,144.972
15000,0,Secuencial,146.505
15000,0,Binaria,293.869
15000,0,Galopante,170.637
15000,1,Secuencial,15598.4
15000,1,Binaria,162.405
15000,1,Galopante,195.947
15000,2,Secuencial,17733.3
15000,2,Binaria,89.783
15000,2,Galopante,120.645
15000,3,Secuencial,27995
15000,3,Binaria,87.376
15000,3,Galopante,159.493
15000,4,Secuencial,37996.6
15000,4,Binaria,92.153
15000,4,Galopante,157.544
20000,0,Secuencial,35.232
20000,0,Binaria,83.774
20000,0,Galopante,34.361
20000,1,Secuencial,11766.8
20000,1,Binaria,92.3
20000,1,Galopante,112.015
20000,2,Secuencial,24813.1
20000,2,Binaria,91.462
20000,2,Galopante,129.035
20000,3,Secuencial,36384.1
20000,3,Binaria,91.429
20000,3,Galopante,135.663
20000,4,Secuencial,56966
20000,4,Binaria,101.586
20000,4,Galopante,177.822
25000,0,Secuencial,29.796
25000,0,Binaria,75.913
25000,0,Galopante,31.851
25000,1,Secuencial,15304.5
25000,1,Binaria,88.173
25000,1,Galopante,120.957
25000,2,Secuencial,32995.7
25000,2,Binaria,103.672
25000,2,Galopante,145.374
25000,3,Secuencial,45923.5
25000,3,Binaria,95.502
25000,3,Galopante,167.551
25000,4,Secuencial,60260.6
25000,4,Binaria,97.108
25000,4,Galopante,148.356
30000,0,Secuencial,38.796
30000,0,Binaria,106.979
30000,0,Galopante,37.484
30000,1,Secuencial,17731.5
30000,1,Binaria,87.029
30000,1,Galopante,119.068
30000,2,Secuencial,37364.9
30000,2,Binaria,113.481
30000,2,Galopante,134.586
30000,3,Secuencial,52871.6
30000,3,Binaria,90.275
30000,3,Galopante,163.18
30000,4,Secuencial,79677
30000,4,Binaria,114.09
30000,4,Galopante,184.099
35000,0,Secuencial,93.52
35000,0,Binaria,222.953
35000,0,Galopante,102.171
35000,1,Secuencial,24350.1
35000,1,Binaria,105.553
35000,1,Galopante,126.801
35000,2,Secuencial,46298.7
35000,2,Binaria,109.508
35000,2,Galopante,179.873
35000,3,Secuencial,71910
35000,3,Binaria,114.825
35000,3,Galopante,164.474
35000,4,Secuencial,83070.6
35000,4,Binaria,89.557
35000,4,Galopante,137.965
40000,0,Secuencial,27.874
40000,0,Binaria,80.554
40000,0,Galopante,29.599
40000,1,Secuencial,26449.2
40000,1,Binaria,111.351
40000,1,Galopante,141.533
40000,2,Secuencial,50190.5
40000,2,Binaria,102.47
40000,2,Galopante,143.121
40000,3,Secuencial,73698.2
40000,3,Binaria,102.315
40000,3,Galopante,148.335
40000,4,Secuencial,99870.1
40000,4,Binaria,93.878
40000,4,Galopante,170.585
45000,0,Secuencial,39.008
45000,0,Binaria,102.285
45000,0,Galopante,36.15
45000,1,Secuencial,26709.6
45000,1,Binaria,105.11
45000,1,Galopante,212.111
45000,2,Secuencial,57448
45000,2,Binaria,103.307
45000,2,Galopante,144.147
45000,3,Secuencial,97204.6
45000,3,Binaria,120.492
45000,3,Galopante,179.092
45000,4,Secuencial,121017
45000,4,Binaria,115.758
45000,4,Galopante,183.42
50000,0,Secuencial,97.058
50000,0,Binaria,225.044
50000,0,Galopante,91.326
50000,1,Secuencial,39953
50000,1,Binaria,127.633
50000,1,Galopante,204.906
50000,2,Secuencial,66758.4
50000,2,Binaria,113.153
50000,2,Galopante,163.494
50000,3,Secuencial,97670.8
50000,3,Binaria,110.612
50000,3,Galopante,189.395
50000,4,Secuencial,122261
50000,4,Binaria,108.255
50000,4,Galopante,163.089
55000,0,Secuencial,36.858
55000,0,Binaria,87.291
55000,0,Galopante,35.021
55000,1,Secuencial,32163.5
55000,1,Binaria,99.693
55000,1,Galopante,128.221
55000,2,Secuencial,78800.3
55000,2,Binaria,127.279
55000,2,Galopante,177.552
55000,3,Secuencial,118148
55000,3,Binaria,124.325
55000,3,Galopante,211.071
55000,4,Secuencial,137549
55000,4,Binaria,109.502
55000,4,Galopante,173.689
60000,0,Secuencial,46.067
60000,0,Binaria,122.734
60000,0,Galopante,48.834
60000,1,Secuencial,38376.1
60000,1,Binaria,101.768
60000,1,Galopante,137.024
60000,2,Secuencial,84992.8
60000,2,Binaria,120.144
60000,2,Galopante,171.027
60000,3,Secuencial,112089
60000,3,Binaria,108.058
60000,3,Galopante,185.537
60000,4,Secuencial,148726
60000,4,Binaria,115.493
60000,4,Galopante,182.981
65000,0,Secuencial,49.514
65000,0,Binaria,125.813
65000,0,Galopante,51.04
65000,1,Secuencial,39623.9
65000,1,Binaria,101.179
65000,1,Galopante,134.873
65000,2,Secuencial,82376.9
65000,2,Binaria,107.483
65000,2,Galopante,172.116
65000,3,Secuencial,136725
65000,3,Binaria,128.497
65000,3,Galopante,209.886
65000,4,Secuencial,159022
65000,4,Binaria,107.492
65000,4,Galopante,181.61
70000,0,Secuencial,29.632
70000,0,Binaria,91.708
70000,0,Galopante,31.048
70000,1,Secuencial,43031.5
70000,1,Binaria,115.335
70000,1,Galopante,141.67
70000,2,Secuencial,83858.9
70000,2,Binaria,117.128
70000,2,Galopante,147.979
70000,3,Secuencial,126685
70000,3,Binaria,116.19
70000,3,Galopante,155.904
70000,4,Secuencial,175232
70000,4,Binaria,105.28
70000,4,Galopante,161.355
75000,0,Secuencial,35.043
75000,0,Binaria,103.558
75000,0,Galopante,35.052
75000,1,Secuencial,46437
